Area,Items,Time,Change(%)
Ku-area of Tokyo,Mackerel,1995,2.6
Ku-area of Tokyo,Saury,1995,4.5
Ku-area of Tokyo,Sea bream,1995,-4.4
Ku-area of Tokyo,Yellowtail,1995,-14.7
Ku-area of Tokyo,Cuttlefish,1995,3.0
Ku-area of Tokyo,Octopus,1995,3.0
Ku-area of Tokyo,Prawns,1995,1.2
Ku-area of Tokyo,Short-necked clams,1995,2.4
Ku-area of Tokyo,Oysters,1995,-3.2
Ku-area of Tokyo,Scallops,1995,-3.8
Ku-area of Tokyo,Salted & dried fish,1995,-2.3
Ku-area of Tokyo,Salted salmon,1995,-3.7
Ku-area of Tokyo,Salted cod roe,1995,-2.5
Ku-area of Tokyo,"""Shirasu-boshi"", dried young sardines",1995,0.0
Ku-area of Tokyo,Dried horse mackerel,1995,-0.8
Ku-area of Tokyo,"""Niboshi"", dried small sardines",1995,-0.8
Ku-area of Tokyo,Capelin,1995,-3.4
Ku-area of Tokyo,Fish-paste products,1995,-3.0
Ku-area of Tokyo,"""Agekamaboko"", fried fish-paste patties",1995,-5.5
Ku-area of Tokyo,"""Chikuwa"", baked fish-paste bars",1995,-2.1
Ku-area of Tokyo,"""Kamaboko"", steamed fish-paste cakes",1995,-1.5
Ku-area of Tokyo,Other processed fish & seafood,1995,-0.3
Ku-area of Tokyo,Dried bonito fillets,1995,1.2
Ku-area of Tokyo,Pickled fish,1995,-1.3
Ku-area of Tokyo,Fish prepared in soy sauce,1995,-1.0
Ku-area of Tokyo,Canned fish,1995,2.2
Ku-area of Tokyo,Fish & seafood,1994,-2.8
Ku-area of Tokyo,Fresh fish & seafood,1994,-2.7
Ku-area of Tokyo,Tuna fish,1994,-0.5
Ku-area of Tokyo,Horse mackerel,1994,-13.7
Ku-area of Tokyo,Sardines,1994,-5.9
Ku-area of Tokyo,Bonito,1994,6.8
Ku-area of Tokyo,Salmon,1994,-8.8
Ku-area of Tokyo,Mackerel,1994,-12.5
Ku-area of Tokyo,Saury,1994,0.3
Ku-area of Tokyo,Sea bream,1994,-4.0
Ku-area of Tokyo,Yellowtail,1994,-2.6
Ku-area of Tokyo,Cuttlefish,1994,2.2
Ku-area of Tokyo,Octopus,1994,-5.8
Ku-area of Tokyo,Prawns,1994,-1.3
Ku-area of Tokyo,Short-necked clams,1994,-1.5
Ku-area of Tokyo,Oysters,1994,2.9
Ku-area of Tokyo,Scallops,1994,-2.2
Ku-area of Tokyo,Salted & dried fish,1994,-3.8
Ku-area of Tokyo,Salted salmon,1994,-4.9
Ku-area of Tokyo,Salted cod roe,1994,-8.3
Ku-area of Tokyo,"""Shirasu-boshi"", dried young sardines",1994,4.1
Ku-area of Tokyo,Dried horse mackerel,1994,-0.9
Ku-area of Tokyo,"""Niboshi"", dried small sardines",1994,1.3
Ku-area of Tokyo,Capelin,1994,0.0
Ku-area of Tokyo,Fish-paste products,1994,-2.0
Ku-area of Tokyo,"""Agekamaboko"", fried fish-paste patties",1994,-3.5
Ku-area of Tokyo,"""Chikuwa"", baked fish-paste bars",1994,-3.1
Ku-area of Tokyo,"""Kamaboko"", steamed fish-paste cakes",1994,-0.2
Ku-area of Tokyo,Other processed fish & seafood,1994,-2.8
Ku-area of Tokyo,Dried bonito fillets,1994,-1.8
Ku-area of Tokyo,Pickled fish,1994,-1.3
Ku-area of Tokyo,Fish prepared in soy sauce,1994,3.8
Ku-area of Tokyo,Canned fish,1994,-12.1
Ku-area of Tokyo,Fish & seafood,1993,-1.2
Ku-area of Tokyo,Fresh fish & seafood,1993,-2.2
Ku-area of Tokyo,Tuna fish,1993,1.9
Ku-area of Tokyo,Horse mackerel,1993,2.1
Ku-area of Tokyo,Sardines,1993,-5.4
Ku-area of Tokyo,Bonito,1993,-21.0
Ku-area of Tokyo,Salmon,1993,-1.2
Ku-area of Tokyo,Mackerel,1993,-3.6
Ku-area of Tokyo,Saury,1993,0.9
Ku-area of Tokyo,Sea bream,1993,-11.8
Ku-area of Tokyo,Yellowtail,1993,0.8
Ku-area of Tokyo,Cuttlefish,1993,-2.8
Ku-area of Tokyo,Octopus,1993,-6.9
Ku-area of Tokyo,Prawns,1993,-6.8
Ku-area of Tokyo,Short-necked clams,1993,3.3
Ku-area of Tokyo,Oysters,1993,-2.1
Ku-area of Tokyo,Scallops,1993,-8.8
Ku-area of Tokyo,Salted & dried fish,1993,0.8
Ku-area of Tokyo,Salted salmon,1993,-3.2
Ku-area of Tokyo,Salted cod roe,1993,6.9
Ku-area of Tokyo,"""Shirasu-boshi"", dried young sardines",1993,3.6
Ku-area of Tokyo,Dried horse mackerel,1993,-4.2
Ku-area of Tokyo,"""Niboshi"", dried small sardines",1993,-3.5
Ku-area of Tokyo,Capelin,1993,6.1
Ku-area of Tokyo,Fish-paste products,1993,1.2
Ku-area of Tokyo,"""Agekamaboko"", fried fish-paste patties",1993,0.7
Ku-area of Tokyo,"""Chikuwa"", baked fish-paste bars",1993,0.8
Ku-area of Tokyo,"""Kamaboko"", steamed fish-paste cakes",1993,1.9
Ku-area of Tokyo,Other processed fish & seafood,1993,-1.9
Ku-area of Tokyo,Dried bonito fillets,1993,0.6
Ku-area of Tokyo,Pickled fish,1993,-5.1
Ku-area of Tokyo,Fish prepared in soy sauce,1993,0.4
Ku-area of Tokyo,Canned fish,1993,-0.4
Ku-area of Tokyo,Fish & seafood,1992,1.2
Ku-area of Tokyo,Fresh fish & seafood,1992,-1.2
Ku-area of Tokyo,Tuna fish,1992,2.6
Ku-area of Tokyo,Horse mackerel,1992,-10.7
Ku-area of Tokyo,Sardines,1992,-4.1
Ku-area of Tokyo,Bonito,1992,16.1
Ku-area of Tokyo,Salmon,1992,3.0
Ku-area of Tokyo,Mackerel,1992,4.7
Ku-area of Tokyo,Saury,1992,-6.2
Ku-area of Tokyo,Sea bream,1992,-6.0
Ku-area of Tokyo,Yellowtail,1992,4.9
Ku-area of Tokyo,Cuttlefish,1992,-9.1
Ku-area of Tokyo,Octopus,1992,-1.4
Ku-area of Tokyo,Prawns,1992,-5.1
Ku-area of Tokyo,Short-necked clams,1992,1.1
Ku-area of Tokyo,Oysters,1992,3.3
Ku-area of Tokyo,Scallops,1992,-4.9
Ku-area of Tokyo,Salted & dried fish,1992,3.0
Ku-area of Tokyo,Salted salmon,1992,-1.5
Ku-area of Tokyo,Salted cod roe,1992,9.2
Ku-area of Tokyo,"""Shirasu-boshi"", dried young sardines",1992,-1.9
Ku-area of Tokyo,Dried horse mackerel,1992,4.1
Ku-area of Tokyo,"""Niboshi"", dried small sardines",1992,7.1
Ku-area of Tokyo,Capelin,1992,6.5
Ku-area of Tokyo,Fish-paste products,1992,10.4
Ku-area of Tokyo,"""Agekamaboko"", fried fish-paste patties",1992,13.5
Ku-area of Tokyo,"""Chikuwa"", baked fish-paste bars",1992,12.3
Ku-area of Tokyo,"""Kamaboko"", steamed fish-paste cakes",1992,6.4
Ku-area of Tokyo,Other processed fish & seafood,1992,2.0
Ku-area of Tokyo,Dried bonito fillets,1992,1.2
Ku-area of Tokyo,Pickled fish,1992,1.4
Ku-area of Tokyo,Fish prepared in soy sauce,1992,5.5
Ku-area of Tokyo,Canned fish,1992,0.3
Ku-area of Tokyo,Fish & seafood,1991,3.5
Ku-area of Tokyo,Fresh fish & seafood,1991,2.6
Ku-area of Tokyo,Tuna fish,1991,2.3
Ku-area of Tokyo,Horse mackerel,1991,3.0
Ku-area of Tokyo,Sardines,1991,20.4
Ku-area of Tokyo,Bonito,1991,-13.1
Ku-area of Tokyo,Salmon,1991,1.3
Ku-area of Tokyo,Mackerel,1991,27.6
Ku-area of Tokyo,Saury,1991,-6.6
Ku-area of Tokyo,Sea bream,1991,-3.8
Ku-area of Tokyo,Yellowtail,1991,7.1
Ku-area of Tokyo,Cuttlefish,1991,-1.3
Ku-area of Tokyo,Octopus,1991,10.3
Ku-area of Tokyo,Prawns,1991,-0.5
Ku-area of Tokyo,Short-necked clams,1991,4.4
Ku-area of Tokyo,Oysters,1991,10.7
Ku-area of Tokyo,Scallops,1991,3.7
Ku-area of Tokyo,Salted & dried fish,1991,2.1
Ku-area of Tokyo,Salted salmon,1991,-2.4
Ku-area of Tokyo,Salted cod roe,1991,1.6
Ku-area of Tokyo,"""Shirasu-boshi"", dried young sardines",1991,8.0
Ku-area of Tokyo,Dried horse mackerel,1991,6.5
Ku-area of Tokyo,"""Niboshi"", dried small sardines",1991,9.3
Ku-area of Tokyo,Capelin,1991,1.5
Ku-area of Tokyo,Fish-paste products,1991,9.6
Ku-area of Tokyo,"""Agekamaboko"", fried fish-paste patties",1991,12.6
Ku-area of Tokyo,"""Chikuwa"", baked fish-paste bars",1991,10.5
Ku-area of Tokyo,"""Kamaboko"", steamed fish-paste cakes",1991,6.8
Ku-area of Tokyo,Other processed fish & seafood,1991,6.6
Ku-area of Tokyo,Dried bonito fillets,1991,1.6
Ku-area of Tokyo,Pickled fish,1991,10.8
Ku-area of Tokyo,Fish prepared in soy sauce,1991,1.6
Ku-area of Tokyo,Canned fish,1991,8.9
Ku-area of Tokyo,Fish & seafood,1990,4.0
Ku-area of Tokyo,Fresh fish & seafood,1990,6.7
Ku-area of Tokyo,Tuna fish,1990,5.3
Ku-area of Tokyo,Horse mackerel,1990,15.2
Ku-area of Tokyo,Sardines,1990,7.9
Ku-area of Tokyo,Bonito,1990,27.8
Ku-area of Tokyo,Salmon,1990,2.5
Ku-area of Tokyo,Mackerel,1990,12.9
Ku-area of Tokyo,Saury,1990,16.3
Ku-area of Tokyo,Sea bream,1990,4.6
Ku-area of Tokyo,Yellowtail,1990,-1.7
Ku-area of Tokyo,Cuttlefish,1990,7.4
Ku-area of Tokyo,Octopus,1990,5.4
Ku-area of Tokyo,Prawns,1990,-1.2
Ku-area of Tokyo,Short-necked clams,1990,6.5
Ku-area of Tokyo,Oysters,1990,16.8
Ku-area of Tokyo,Scallops,1990,5.3
Ku-area of Tokyo,Salted & dried fish,1990,0.9
Ku-area of Tokyo,Salted salmon,1990,-1.3
Ku-area of Tokyo,Salted cod roe,1990,1.4
Ku-area of Tokyo,"""Shirasu-boshi"", dried young sardines",1990,4.5
Ku-area of Tokyo,Dried horse mackerel,1990,3.0
Ku-area of Tokyo,"""Niboshi"", dried small sardines",1990,3.2
Ku-area of Tokyo,Capelin,1990,
Ku-area of Tokyo,Fish-paste products,1990,2.0
Ku-area of Tokyo,"""Agekamaboko"", fried fish-paste patties",1990,5.1
Ku-area of Tokyo,"""Chikuwa"", baked fish-paste bars",1990,2.2
Ku-area of Tokyo,"""Kamaboko"", steamed fish-paste cakes",1990,-0.6
Ku-area of Tokyo,Other processed fish & seafood,1990,0.1
Ku-area of Tokyo,Dried bonito fillets,1990,2.6
Ku-area of Tokyo,Pickled fish,1990,
Ku-area of Tokyo,Fish prepared in soy sauce,1990,
Ku-area of Tokyo,Canned fish,1990,3.2
Ku-area of Tokyo,Fish & seafood,1989,0.9
Ku-area of Tokyo,Fresh fish & seafood,1989,-0.3
Ku-area of Tokyo,Tuna fish,1989,4.2
Ku-area of Tokyo,Horse mackerel,1989,-5.2
Ku-area of Tokyo,Sardines,1989,-2.3
Ku-area of Tokyo,Bonito,1989,16.5
Ku-area of Tokyo,Salmon,1989,2.8
Ku-area of Tokyo,Mackerel,1989,-6.1
Ku-area of Tokyo,Saury,1989,-18.2
Ku-area of Tokyo,Sea bream,1989,5.6
Ku-area of Tokyo,Yellowtail,1989,6.7
Ku-area of Tokyo,Cuttlefish,1989,-15.4
Ku-area of Tokyo,Octopus,1989,0.0
Ku-area of Tokyo,Prawns,1989,-3.1
Ku-area of Tokyo,Short-necked clams,1989,1.1
Ku-area of Tokyo,Oysters,1989,7.2
Ku-area of Tokyo,Scallops,1989,-6.5
Ku-area of Tokyo,Salted & dried fish,1989,2.5
Ku-area of Tokyo,Salted salmon,1989,3.4
Ku-area of Tokyo,Salted cod roe,1989,8.8
Ku-area of Tokyo,"""Shirasu-boshi"", dried young sardines",1989,-1.3
Ku-area of Tokyo,Dried horse mackerel,1989,-6.6
Ku-area of Tokyo,"""Niboshi"", dried small sardines",1989,6.1
Ku-area of Tokyo,Fish-paste products,1989,2.1
Ku-area of Tokyo,"""Agekamaboko"", fried fish-paste patties",1989,1.5
Ku-area of Tokyo,"""Chikuwa"", baked fish-paste bars",1989,1.9
Ku-area of Tokyo,"""Kamaboko"", steamed fish-paste cakes",1989,2.8
Ku-area of Tokyo,Other processed fish & seafood,1989,2.9
Ku-area of Tokyo,Dried bonito fillets,1989,4.8
Ku-area of Tokyo,Canned fish,1989,1.8
Ku-area of Tokyo,Fish & seafood,1988,-0.9
Ku-area of Tokyo,Fresh fish & seafood,1988,-3.5
Ku-area of Tokyo,Tuna fish,1988,1.1
Ku-area of Tokyo,Horse mackerel,1988,-16.1
Ku-area of Tokyo,Sardines,1988,1.4
Ku-area of Tokyo,Bonito,1988,3.7
Ku-area of Tokyo,Salmon,1988,14.7
Ku-area of Tokyo,Mackerel,1988,-0.4
Ku-area of Tokyo,Saury,1988,-15.6
Ku-area of Tokyo,Sea bream,1988,-7.5
Ku-area of Tokyo,Yellowtail,1988,1.9
Ku-area of Tokyo,Cuttlefish,1988,-13.8
Ku-area of Tokyo,Octopus,1988,-2.6
Ku-area of Tokyo,Prawns,1988,-8.3
Ku-area of Tokyo,Short-necked clams,1988,2.0
Ku-area of Tokyo,Oysters,1988,-0.8
Ku-area of Tokyo,Scallops,1988,-1.6
Ku-area of Tokyo,Salted & dried fish,1988,4.5
Ku-area of Tokyo,Salted salmon,1988,8.0
Ku-area of Tokyo,Salted cod roe,1988,-0.3
Ku-area of Tokyo,"""Shirasu-boshi"", dried young sardines",1988,20.5
Ku-area of Tokyo,Dried horse mackerel,1988,-3.4
Ku-area of Tokyo,"""Niboshi"", dried small sardines",1988,6.3
Ku-area of Tokyo,Fish-paste products,1988,-0.8
Ku-area of Tokyo,"""Agekamaboko"", fried fish-paste patties",1988,-1.3
Ku-area of Tokyo,"""Chikuwa"", baked fish-paste bars",1988,-0.4
Ku-area of Tokyo,"""Kamaboko"", steamed fish-paste cakes",1988,-0.9
Ku-area of Tokyo,Other processed fish & seafood,1988,0.7
Ku-area of Tokyo,Dried bonito fillets,1988,-0.3
Ku-area of Tokyo,Canned fish,1988,0.2
Ku-area of Tokyo,Fish & seafood,1987,-1.1
Ku-area of Tokyo,Fresh fish & seafood,1987,-1.6
Ku-area of Tokyo,Tuna fish,1987,2.2
Ku-area of Tokyo,Horse mackerel,1987,-0.5
Ku-area of Tokyo,Sardines,1987,6.9
Ku-area of Tokyo,Bonito,1987,12.8
Ku-area of Tokyo,Salmon,1987,-5.1
Ku-area of Tokyo,Mackerel,1987,4.4
Ku-area of Tokyo,Saury,1987,7.6
Ku-area of Tokyo,Sea bream,1987,0.8
Ku-area of Tokyo,Yellowtail,1987,-11.7
Ku-area of Tokyo,Cuttlefish,1987,-6.7
Ku-area of Tokyo,Octopus,1987,1.4
Ku-area of Tokyo,Prawns,1987,-10.1
Ku-area of Tokyo,Short-necked clams,1987,-0.7
Ku-area of Tokyo,Oysters,1987,-3.2
Ku-area of Tokyo,Scallops,1987,-2.1
Ku-area of Tokyo,Salted & dried fish,1987,-1.8
Ku-area of Tokyo,Salted salmon,1987,-3.4
Ku-area of Tokyo,Salted cod roe,1987,-4.0
Ku-area of Tokyo,"""Shirasu-boshi"", dried young sardines",1987,-0.1
Ku-area of Tokyo,Dried horse mackerel,1987,0.6
Ku-area of Tokyo,"""Niboshi"", dried small sardines",1987,3.1
Ku-area of Tokyo,Fish-paste products,1987,2.3
Ku-area of Tokyo,"""Agekamaboko"", fried fish-paste patties",1987,2.0
Ku-area of Tokyo,"""Chikuwa"", baked fish-paste bars",1987,2.4
Ku-area of Tokyo,"""Kamaboko"", steamed fish-paste cakes",1987,2.9
Ku-area of Tokyo,Other processed fish & seafood,1987,0.2
Ku-area of Tokyo,Dried bonito fillets,1987,0.0
Ku-area of Tokyo,Canned fish,1987,1.1
Ku-area of Tokyo,Fish & seafood,1986,0.4
Ku-area of Tokyo,Fresh fish & seafood,1986,-0.1
Ku-area of Tokyo,Tuna fish,1986,-5.0
Ku-area of Tokyo,Horse mackerel,1986,-3.6
Ku-area of Tokyo,Sardines,1986,1.0
Ku-area of Tokyo,Bonito,1986,-11.2
Ku-area of Tokyo,Salmon,1986,-3.3
Ku-area of Tokyo,Mackerel,1986,6.9
Ku-area of Tokyo,Saury,1986,28.2
Ku-area of Tokyo,Sea bream,1986,-0.4
Ku-area of Tokyo,Yellowtail,1986,1.4
Ku-area of Tokyo,Cuttlefish,1986,9.7
Ku-area of Tokyo,Octopus,1986,6.9
Ku-area of Tokyo,Prawns,1986,-7.5
Ku-area of Tokyo,Short-necked clams,1986,4.2
Ku-area of Tokyo,Oysters,1986,-2.5
Ku-area of Tokyo,Scallops,1986,-0.9
Ku-area of Tokyo,Salted & dried fish,1986,-1.6
Ku-area of Tokyo,Salted salmon,1986,-2.5
Ku-area of Tokyo,Salted cod roe,1986,0.6
Ku-area of Tokyo,"""Shirasu-boshi"", dried young sardines",1986,-1.0
Ku-area of Tokyo,Dried horse mackerel,1986,-4.4
Ku-area of Tokyo,"""Niboshi"", dried small sardines",1986,3.9
Ku-area of Tokyo,Fish-paste products,1986,9.0
Ku-area of Tokyo,"""Agekamaboko"", fried fish-paste patties",1986,9.4
Ku-area of Tokyo,"""Chikuwa"", baked fish-paste bars",1986,9.6
Ku-area of Tokyo,"""Kamaboko"", steamed fish-paste cakes",1986,9.9
Ku-area of Tokyo,Other processed fish & seafood,1986,1.2
Ku-area of Tokyo,Dried bonito fillets,1986,1.3
Ku-area of Tokyo,Canned fish,1986,-0.1
Ku-area of Tokyo,Fish & seafood,1985,3.4
Ku-area of Tokyo,Fresh fish & seafood,1985,4.3
Ku-area of Tokyo,Tuna fish,1985,5.7
Ku-area of Tokyo,Horse mackerel,1985,-0.3
Ku-area of Tokyo,Sardines,1985,10.2
Ku-area of Tokyo,Bonito,1985,19.5
Ku-area of Tokyo,Salmon,1985,4.6
Ku-area of Tokyo,Mackerel,1985,3.5
Ku-area of Tokyo,Saury,1985,-6.8
Ku-area of Tokyo,Sea bream,1985,1.8
Ku-area of Tokyo,Yellowtail,1985,0.7
Ku-area of Tokyo,Cuttlefish,1985,16.5
Ku-area of Tokyo,Octopus,1985,3.1
Ku-area of Tokyo,Prawns,1985,0.1
Ku-area of Tokyo,Short-necked clams,1985,-4.5
Ku-area of Tokyo,Oysters,1985,4.1
Ku-area of Tokyo,Scallops,1985,-1.5
Ku-area of Tokyo,Salted & dried fish,1985,4.0
Ku-area of Tokyo,Salted salmon,1985,7.7
Ku-area of Tokyo,Salted cod roe,1985,-0.8
Ku-area of Tokyo,"""Shirasu-boshi"", dried young sardines",1985,2.7
Ku-area of Tokyo,Dried horse mackerel,1985,4.5
Ku-area of Tokyo,"""Niboshi"", dried small sardines",1985,0.0
Ku-area of Tokyo,Fish-paste products,1985,2.5
Ku-area of Tokyo,"""Agekamaboko"", fried fish-paste patties",1985,2.3
Ku-area of Tokyo,"""Chikuwa"", baked fish-paste bars",1985,3.6
Ku-area of Tokyo,"""Kamaboko"", steamed fish-paste cakes",1985,2.8
Ku-area of Tokyo,Other processed fish & seafood,1985,-1.2
Ku-area of Tokyo,Dried bonito fillets,1985,0.3
Ku-area of Tokyo,Canned fish,1985,
Ku-area of Tokyo,Fish & seafood,1984,0.1
Ku-area of Tokyo,Fresh fish & seafood,1984,-0.4
Ku-area of Tokyo,Tuna fish,1984,0.6
Ku-area of Tokyo,Horse mackerel,1984,10.2
Ku-area of Tokyo,Sardines,1984,-3.6
Ku-area of Tokyo,Bonito,1984,-17.9
Ku-area of Tokyo,Salmon,1984,-2.0
Ku-area of Tokyo,Mackerel,1984,4.2
Ku-area of Tokyo,Saury,1984,-10.5
Ku-area of Tokyo,Sea bream,1984,-7.6
Ku-area of Tokyo,Yellowtail,1984,0.0
Ku-area of Tokyo,Cuttlefish,1984,-1.6
Ku-area of Tokyo,Octopus,1984,-1.9
Ku-area of Tokyo,Prawns,1984,-2.9
Ku-area of Tokyo,Short-necked clams,1984,7.3
Ku-area of Tokyo,Oysters,1984,-4.7
Ku-area of Tokyo,Scallops,1984,5.0
Ku-area of Tokyo,Salted & dried fish,1984,1.4
Ku-area of Tokyo,Salted salmon,1984,2.8
Ku-area of Tokyo,Salted cod roe,1984,-4.3
Ku-area of Tokyo,"""Shirasu-boshi"", dried young sardines",1984,-4.5
Ku-area of Tokyo,Dried horse mackerel,1984,3.2
Ku-area of Tokyo,"""Niboshi"", dried small sardines",1984,6.1
Ku-area of Tokyo,Fish-paste products,1984,0.7
Ku-area of Tokyo,"""Agekamaboko"", fried fish-paste patties",1984,0.8
Ku-area of Tokyo,"""Chikuwa"", baked fish-paste bars",1984,0.5
Ku-area of Tokyo,"""Kamaboko"", steamed fish-paste cakes",1984,0.9
Ku-area of Tokyo,Other processed fish & seafood,1984,0.0
Ku-area of Tokyo,Dried bonito fillets,1984,0.0
Ku-area of Tokyo,Fish & seafood,1983,-1.1
Ku-area of Tokyo,Fresh fish & seafood,1983,-1.6
Ku-area of Tokyo,Tuna fish,1983,-4.4
Ku-area of Tokyo,Horse mackerel,1983,-6.8
Ku-area of Tokyo,Sardines,1983,5.9
Ku-area of Tokyo,Bonito,1983,-3.3
Ku-area of Tokyo,Salmon,1983,-3.5
Ku-area of Tokyo,Mackerel,1983,6.9
Ku-area of Tokyo,Saury,1983,-31.6
Ku-area of Tokyo,Sea bream,1983,0.9
Ku-area of Tokyo,Yellowtail,1983,-8.0
Ku-area of Tokyo,Cuttlefish,1983,0.2
Ku-area of Tokyo,Octopus,1983,2.6
Ku-area of Tokyo,Prawns,1983,8.2
Ku-area of Tokyo,Short-necked clams,1983,8.6
Ku-area of Tokyo,Oysters,1983,-1.0
Ku-area of Tokyo,Scallops,1983,3.4
Ku-area of Tokyo,Salted & dried fish,1983,-4.0
Ku-area of Tokyo,Salted salmon,1983,-7.8
Ku-area of Tokyo,Salted cod roe,1983,-1.4
Ku-area of Tokyo,"""Shirasu-boshi"", dried young sardines",1983,-3.1
Ku-area of Tokyo,Dried horse mackerel,1983,-4.6
Ku-area of Tokyo,"""Niboshi"", dried small sardines",1983,11.0
Ku-area of Tokyo,Fish-paste products,1983,0.7
Ku-area of Tokyo,"""Agekamaboko"", fried fish-paste patties",1983,1.9
Ku-area of Tokyo,"""Chikuwa"", baked fish-paste bars",1983,1.0
Ku-area of Tokyo,"""Kamaboko"", steamed fish-paste cakes",1983,-0.5
Ku-area of Tokyo,Other processed fish & seafood,1983,5.4
Ku-area of Tokyo,Dried bonito fillets,1983,3.8
Ku-area of Tokyo,Fish & seafood,1982,6.2
Ku-area of Tokyo,Fresh fish & seafood,1982,7.6
Ku-area of Tokyo,Tuna fish,1982,10.2
Ku-area of Tokyo,Horse mackerel,1982,-8.1
Ku-area of Tokyo,Sardines,1982,10.4
Ku-area of Tokyo,Bonito,1982,-16.4
Ku-area of Tokyo,Salmon,1982,4.8
Ku-area of Tokyo,Mackerel,1982,33.8
Ku-area of Tokyo,Saury,1982,42.3
Ku-area of Tokyo,Sea bream,1982,9.2
Ku-area of Tokyo,Yellowtail,1982,4.2
Ku-area of Tokyo,Cuttlefish,1982,14.9
Ku-area of Tokyo,Octopus,1982,-7.5
Ku-area of Tokyo,Prawns,1982,10.9
Ku-area of Tokyo,Short-necked clams,1982,-3.7
Ku-area of Tokyo,Oysters,1982,8.4
Ku-area of Tokyo,Scallops,1982,-4.6
Ku-area of Tokyo,Salted & dried fish,1982,3.9
Ku-area of Tokyo,Salted salmon,1982,3.9
Ku-area of Tokyo,Salted cod roe,1982,5.0
Ku-area of Tokyo,"""Shirasu-boshi"", dried young sardines",1982,6.4
Ku-area of Tokyo,Dried horse mackerel,1982,3.0
Ku-area of Tokyo,"""Niboshi"", dried small sardines",1982,6.1
Ku-area of Tokyo,Fish-paste products,1982,1.8
Ku-area of Tokyo,"""Agekamaboko"", fried fish-paste patties",1982,0.9
Ku-area of Tokyo,"""Chikuwa"", baked fish-paste bars",1982,-0.2
Ku-area of Tokyo,"""Kamaboko"", steamed fish-paste cakes",1982,4.1
Ku-area of Tokyo,Other processed fish & seafood,1982,7.6
Ku-area of Tokyo,Dried bonito fillets,1982,3.3
Ku-area of Tokyo,Fish & seafood,1981,3.3
Ku-area of Tokyo,Fresh fish & seafood,1981,1.8
Ku-area of Tokyo,Tuna fish,1981,-3.7
Ku-area of Tokyo,Horse mackerel,1981,12.7
Ku-area of Tokyo,Sardines,1981,16.8
Ku-area of Tokyo,Bonito,1981,23.5
Ku-area of Tokyo,Salmon,1981,8.4
Ku-area of Tokyo,Mackerel,1981,10.2
Ku-area of Tokyo,Saury,1981,19.8
Ku-area of Tokyo,Sea bream,1981,3.4
Ku-area of Tokyo,Yellowtail,1981,7.3
Ku-area of Tokyo,Cuttlefish,1981,-0.8
Ku-area of Tokyo,Octopus,1981,-17.1
Ku-area of Tokyo,Prawns,1981,-5.1
Ku-area of Tokyo,Short-necked clams,1981,4.7
Ku-area of Tokyo,Oysters,1981,0.6
Ku-area of Tokyo,Scallops,1981,8.4
Ku-area of Tokyo,Salted & dried fish,1981,5.0
Ku-area of Tokyo,Salted salmon,1981,3.9
Ku-area of Tokyo,Salted cod roe,1981,0.8
Ku-area of Tokyo,"""Shirasu-boshi"", dried young sardines",1981,5.7
Ku-area of Tokyo,Dried horse mackerel,1981,16.1
Ku-area of Tokyo,"""Niboshi"", dried small sardines",1981,4.1
Ku-area of Tokyo,Fish-paste products,1981,6.3
Ku-area of Tokyo,"""Agekamaboko"", fried fish-paste patties",1981,4.4
Ku-area of Tokyo,"""Chikuwa"", baked fish-paste bars",1981,2.5
Ku-area of Tokyo,"""Kamaboko"", steamed fish-paste cakes",1981,8.5
Ku-area of Tokyo,Other processed fish & seafood,1981,5.1
Ku-area of Tokyo,Dried bonito fillets,1981,6.9
Ku-area of Tokyo,Fish & seafood,1980,1.6
Ku-area of Tokyo,Fresh fish & seafood,1980,3.5
Ku-area of Tokyo,Tuna fish,1980,15.2
Ku-area of Tokyo,Horse mackerel,1980,2.9
Ku-area of Tokyo,Sardines,1980,5.2
Ku-area of Tokyo,Bonito,1980,6.6
Ku-area of Tokyo,Salmon,1980,-9.0
Ku-area of Tokyo,Mackerel,1980,13.0
Ku-area of Tokyo,Saury,1980,9.5
Ku-area of Tokyo,Sea bream,1980,1.5
Ku-area of Tokyo,Yellowtail,1980,5.9
Ku-area of Tokyo,Cuttlefish,1980,-10.7
Ku-area of Tokyo,Octopus,1980,30.4
Ku-area of Tokyo,Prawns,1980,-10.8
Ku-area of Tokyo,Short-necked clams,1980,22.5
Ku-area of Tokyo,Oysters,1980,2.5
Ku-area of Tokyo,Scallops,1980,8.4
Ku-area of Tokyo,Salted & dried fish,1980,-5.5
Ku-area of Tokyo,Salted salmon,1980,-8.7
Ku-area of Tokyo,Salted cod roe,1980,-2.5
Ku-area of Tokyo,"""Shirasu-boshi"", dried young sardines",1980,-7.5
Ku-area of Tokyo,Dried horse mackerel,1980,
Ku-area of Tokyo,"""Niboshi"", dried small sardines",1980,-0.6
Ku-area of Tokyo,Fish-paste products,1980,9.4
Ku-area of Tokyo,"""Agekamaboko"", fried fish-paste patties",1980,9.4
Ku-area of Tokyo,"""Chikuwa"", baked fish-paste bars",1980,6.3
Ku-area of Tokyo,"""Kamaboko"", steamed fish-paste cakes",1980,12.7
Ku-area of Tokyo,Other processed fish & seafood,1980,6.9
Ku-area of Tokyo,Dried bonito fillets,1980,5.0
Ku-area of Tokyo,Fish & seafood,1979,2.1
Ku-area of Tokyo,Fresh fish & seafood,1979,2.4
Ku-area of Tokyo,Tuna fish,1979,6.7
